app,__mv_app,changeSet.name,__mv_changeSet.name,changeSet.parent.moid,__mv_changeSet.parent.moid,changeSet.parent.type,__mv_changeSet.parent.type,changeSet.resourcePool.moid,__mv_changeSet.resourcePool.moid,changeSet.resourcePool.type,__mv_changeSet.resourcePool.type,changeSet.runtime.host.moid,__mv_changeSet.runtime.host.moid,changeSet.runtime.host.type,__mv_changeSet.runtime.host.type,collectionVersion,__mv_collectionVersion,eventtype,__mv_eventtype,host,__mv_host,index,__mv_index,linecount,__mv_linecount,moid,__mv_moid,punct,__mv_punct,rootFolder.moid,__mv_rootFolder.moid,source,__mv_source,sourcetype,__mv_sourcetype,splunk_server,__mv_splunk_server,splunk_server_group,__mv_splunk_server_group,tag,__mv_tag,tag::eventtype,__mv_tag::eventtype,timestamp,__mv_timestamp,tmp_epochtime,__mv_tmp_epochtime,type,__mv_type,vendor,__mv_vendor,_bkt,__mv__bkt,_cd,__mv__cd,_eventtype_color,__mv__eventtype_color,_indextime,__mv__indextime,_raw,__mv__raw,_serial,__mv__serial,_si,__mv__si,_sourcetype,__mv__sourcetype,_time,__mv__time
vmware,,apps-7m-filer7,,group-v4,,Folder,,resgroup-9,,ResourcePool,,host-10,,HostSystem,,1,,vmware_inventory,,apps-vcenter500.sv.splunk.com,,vmware-inv,,2,,vm-192,,"{"""":_{"""":_{"""":_"""",_"""":_""-""},_"""":_{"""":_"""",_"""":_""-""}",,group-d1,,VMInv:Hierarchy,,vmware:inv:hierarchy,,ip-10-202-10-19.ec2.splunkit.io,,,,"inventory
virtualization",$inventory$;$virtualization$,"inventory
virtualization",$inventory$;$virtualization$,none,,1598466190,,VirtualMachine,,"VMWare, Inc.",,vmware-inv~40~6B0708FD-C62D-4B08-B0DD-873E6C74CC06,,40:190563141,,none,,1598466190,,"
{""changeSet"": {""parent"": {""type"": ""Folder"", ""moid"": ""group-v4""}, ""resourcePool"": {""type"": ""ResourcePool"", ""moid"": ""resgroup-9""}, ""runtime"": {""host"": {""type"": ""HostSystem"", ""moid"": ""host-10""}}, ""name"": ""apps-7m-filer7""}, ""moid"": ""vm-192"", ""collectionVersion"": ""1"", ""type"": ""VirtualMachine"", ""rootFolder"": {""moid"": ""group-d1""}}",,21,,"ip-10-202-10-19.ec2.splunkit.io
vmware-inv",$ip-10-202-10-19.ec2.splunkit.io$;$vmware-inv$,vmware:inv:hierarchy,,1598466190,
vmware,,apps-7m-filer5,,group-v4,,Folder,,resgroup-9,,ResourcePool,,host-10,,HostSystem,,1,,vmware_inventory,,apps-vcenter500.sv.splunk.com,,vmware-inv,,2,,vm-190,,"{"""":_{"""":_{"""":_"""",_"""":_""-""},_"""":_{"""":_"""",_"""":_""-""}",,group-d1,,VMInv:Hierarchy,,vmware:inv:hierarchy,,ip-10-202-10-19.ec2.splunkit.io,,,,"inventory
virtualization",$inventory$;$virtualization$,"inventory
virtualization",$inventory$;$virtualization$,none,,1598466190,,VirtualMachine,,"VMWare, Inc.",,vmware-inv~40~6B0708FD-C62D-4B08-B0DD-873E6C74CC06,,40:190563130,,none,,1598466190,,"
{""changeSet"": {""parent"": {""type"": ""Folder"", ""moid"": ""group-v4""}, ""resourcePool"": {""type"": ""ResourcePool"", ""moid"": ""resgroup-9""}, ""runtime"": {""host"": {""type"": ""HostSystem"", ""moid"": ""host-10""}}, ""name"": ""apps-7m-filer5""}, ""moid"": ""vm-190"", ""collectionVersion"": ""1"", ""type"": ""VirtualMachine"", ""rootFolder"": {""moid"": ""group-d1""}}",,22,,"ip-10-202-10-19.ec2.splunkit.io
vmware-inv",$ip-10-202-10-19.ec2.splunkit.io$;$vmware-inv$,vmware:inv:hierarchy,,1598466190,
vmware,,apps-7m-filer4,,group-v4,,Folder,,resgroup-9,,ResourcePool,,host-10,,HostSystem,,1,,vmware_inventory,,apps-vcenter500.sv.splunk.com,,vmware-inv,,2,,vm-189,,"{"""":_{"""":_{"""":_"""",_"""":_""-""},_"""":_{"""":_"""",_"""":_""-""}",,group-d1,,VMInv:Hierarchy,,vmware:inv:hierarchy,,ip-10-202-10-19.ec2.splunkit.io,,,,"inventory
virtualization",$inventory$;$virtualization$,"inventory
virtualization",$inventory$;$virtualization$,none,,1598466190,,VirtualMachine,,"VMWare, Inc.",,vmware-inv~40~6B0708FD-C62D-4B08-B0DD-873E6C74CC06,,40:190563119,,none,,1598466190,,"
{""changeSet"": {""parent"": {""type"": ""Folder"", ""moid"": ""group-v4""}, ""resourcePool"": {""type"": ""ResourcePool"", ""moid"": ""resgroup-9""}, ""runtime"": {""host"": {""type"": ""HostSystem"", ""moid"": ""host-10""}}, ""name"": ""apps-7m-filer4""}, ""moid"": ""vm-189"", ""collectionVersion"": ""1"", ""type"": ""VirtualMachine"", ""rootFolder"": {""moid"": ""group-d1""}}",,23,,"ip-10-202-10-19.ec2.splunkit.io
vmware-inv",$ip-10-202-10-19.ec2.splunkit.io$;$vmware-inv$,vmware:inv:hierarchy,,1598466190,
vmware,,apps-7m-filer31,,group-v4,,Folder,,resgroup-9,,ResourcePool,,host-11,,HostSystem,,1,,vmware_inventory,,apps-vcenter500.sv.splunk.com,,vmware-inv,,2,,vm-212,,"{"""":_{"""":_{"""":_"""",_"""":_""-""},_"""":_{"""":_"""",_"""":_""-""}",,group-d1,,VMInv:Hierarchy,,vmware:inv:hierarchy,,ip-10-202-10-19.ec2.splunkit.io,,,,"inventory
virtualization",$inventory$;$virtualization$,"inventory
virtualization",$inventory$;$virtualization$,none,,1598466190,,VirtualMachine,,"VMWare, Inc.",,vmware-inv~40~6B0708FD-C62D-4B08-B0DD-873E6C74CC06,,40:190563108,,none,,1598466190,,"
{""changeSet"": {""parent"": {""type"": ""Folder"", ""moid"": ""group-v4""}, ""resourcePool"": {""type"": ""ResourcePool"", ""moid"": ""resgroup-9""}, ""runtime"": {""host"": {""type"": ""HostSystem"", ""moid"": ""host-11""}}, ""name"": ""apps-7m-filer31""}, ""moid"": ""vm-212"", ""collectionVersion"": ""1"", ""type"": ""VirtualMachine"", ""rootFolder"": {""moid"": ""group-d1""}}",,24,,"ip-10-202-10-19.ec2.splunkit.io
vmware-inv",$ip-10-202-10-19.ec2.splunkit.io$;$vmware-inv$,vmware:inv:hierarchy,,1598466190,
vmware,,apps-7m-filer26,,group-v4,,Folder,,resgroup-9,,ResourcePool,,host-11,,HostSystem,,1,,vmware_inventory,,apps-vcenter500.sv.splunk.com,,vmware-inv,,2,,vm-200,,"{"""":_{"""":_{"""":_"""",_"""":_""-""},_"""":_{"""":_"""",_"""":_""-""}",,group-d1,,VMInv:Hierarchy,,vmware:inv:hierarchy,,ip-10-202-10-19.ec2.splunkit.io,,,,"inventory
virtualization",$inventory$;$virtualization$,"inventory
virtualization",$inventory$;$virtualization$,none,,1598466190,,VirtualMachine,,"VMWare, Inc.",,vmware-inv~40~6B0708FD-C62D-4B08-B0DD-873E6C74CC06,,40:190563097,,none,,1598466190,,"
{""changeSet"": {""parent"": {""type"": ""Folder"", ""moid"": ""group-v4""}, ""resourcePool"": {""type"": ""ResourcePool"", ""moid"": ""resgroup-9""}, ""runtime"": {""host"": {""type"": ""HostSystem"", ""moid"": ""host-11""}}, ""name"": ""apps-7m-filer26""}, ""moid"": ""vm-200"", ""collectionVersion"": ""1"", ""type"": ""VirtualMachine"", ""rootFolder"": {""moid"": ""group-d1""}}",,25,,"ip-10-202-10-19.ec2.splunkit.io
vmware-inv",$ip-10-202-10-19.ec2.splunkit.io$;$vmware-inv$,vmware:inv:hierarchy,,1598466190,
vmware,,apps-7m-filer25,,group-v4,,Folder,,resgroup-9,,ResourcePool,,host-11,,HostSystem,,1,,vmware_inventory,,apps-vcenter500.sv.splunk.com,,vmware-inv,,2,,vm-198,,"{"""":_{"""":_{"""":_"""",_"""":_""-""},_"""":_{"""":_"""",_"""":_""-""}",,group-d1,,VMInv:Hierarchy,,vmware:inv:hierarchy,,ip-10-202-10-19.ec2.splunkit.io,,,,"inventory
virtualization",$inventory$;$virtualization$,"inventory
virtualization",$inventory$;$virtualization$,none,,1598466190,,VirtualMachine,,"VMWare, Inc.",,vmware-inv~40~6B0708FD-C62D-4B08-B0DD-873E6C74CC06,,40:190563086,,none,,1598466190,,"
{""changeSet"": {""parent"": {""type"": ""Folder"", ""moid"": ""group-v4""}, ""resourcePool"": {""type"": ""ResourcePool"", ""moid"": ""resgroup-9""}, ""runtime"": {""host"": {""type"": ""HostSystem"", ""moid"": ""host-11""}}, ""name"": ""apps-7m-filer25""}, ""moid"": ""vm-198"", ""collectionVersion"": ""1"", ""type"": ""VirtualMachine"", ""rootFolder"": {""moid"": ""group-d1""}}",,26,,"ip-10-202-10-19.ec2.splunkit.io
vmware-inv",$ip-10-202-10-19.ec2.splunkit.io$;$vmware-inv$,vmware:inv:hierarchy,,1598466190,
vmware,,apps-7m-filer24,,group-v4,,Folder,,resgroup-9,,ResourcePool,,host-11,,HostSystem,,1,,vmware_inventory,,apps-vcenter500.sv.splunk.com,,vmware-inv,,2,,vm-196,,"{"""":_{"""":_{"""":_"""",_"""":_""-""},_"""":_{"""":_"""",_"""":_""-""}",,group-d1,,VMInv:Hierarchy,,vmware:inv:hierarchy,,ip-10-202-10-19.ec2.splunkit.io,,,,"inventory
virtualization",$inventory$;$virtualization$,"inventory
virtualization",$inventory$;$virtualization$,none,,1598466190,,VirtualMachine,,"VMWare, Inc.",,vmware-inv~40~6B0708FD-C62D-4B08-B0DD-873E6C74CC06,,40:190563075,,none,,1598466190,,"
{""changeSet"": {""parent"": {""type"": ""Folder"", ""moid"": ""group-v4""}, ""resourcePool"": {""type"": ""ResourcePool"", ""moid"": ""resgroup-9""}, ""runtime"": {""host"": {""type"": ""HostSystem"", ""moid"": ""host-11""}}, ""name"": ""apps-7m-filer24""}, ""moid"": ""vm-196"", ""collectionVersion"": ""1"", ""type"": ""VirtualMachine"", ""rootFolder"": {""moid"": ""group-d1""}}",,27,,"ip-10-202-10-19.ec2.splunkit.io
vmware-inv",$ip-10-202-10-19.ec2.splunkit.io$;$vmware-inv$,vmware:inv:hierarchy,,1598466190,
vmware,,apps-7m-filer23,,group-v4,,Folder,,resgroup-9,,ResourcePool,,host-11,,HostSystem,,1,,vmware_inventory,,apps-vcenter500.sv.splunk.com,,vmware-inv,,2,,vm-195,,"{"""":_{"""":_{"""":_"""",_"""":_""-""},_"""":_{"""":_"""",_"""":_""-""}",,group-d1,,VMInv:Hierarchy,,vmware:inv:hierarchy,,ip-10-202-10-19.ec2.splunkit.io,,,,"inventory
virtualization",$inventory$;$virtualization$,"inventory
virtualization",$inventory$;$virtualization$,none,,1598466190,,VirtualMachine,,"VMWare, Inc.",,vmware-inv~40~6B0708FD-C62D-4B08-B0DD-873E6C74CC06,,40:190563064,,none,,1598466190,,"
{""changeSet"": {""parent"": {""type"": ""Folder"", ""moid"": ""group-v4""}, ""resourcePool"": {""type"": ""ResourcePool"", ""moid"": ""resgroup-9""}, ""runtime"": {""host"": {""type"": ""HostSystem"", ""moid"": ""host-11""}}, ""name"": ""apps-7m-filer23""}, ""moid"": ""vm-195"", ""collectionVersion"": ""1"", ""type"": ""VirtualMachine"", ""rootFolder"": {""moid"": ""group-d1""}}",,28,,"ip-10-202-10-19.ec2.splunkit.io
vmware-inv",$ip-10-202-10-19.ec2.splunkit.io$;$vmware-inv$,vmware:inv:hierarchy,,1598466190,
vmware,,apps-7m-filer30,,group-v4,,Folder,,resgroup-9,,ResourcePool,,host-11,,HostSystem,,1,,vmware_inventory,,apps-vcenter500.sv.splunk.com,,vmware-inv,,2,,vm-210,,"{"""":_{"""":_{"""":_"""",_"""":_""-""},_"""":_{"""":_"""",_"""":_""-""}",,group-d1,,VMInv:Hierarchy,,vmware:inv:hierarchy,,ip-10-202-10-19.ec2.splunkit.io,,,,"inventory
virtualization",$inventory$;$virtualization$,"inventory
virtualization",$inventory$;$virtualization$,none,,1598466190,,VirtualMachine,,"VMWare, Inc.",,vmware-inv~40~6B0708FD-C62D-4B08-B0DD-873E6C74CC06,,40:190563053,,none,,1598466190,,"
{""changeSet"": {""parent"": {""type"": ""Folder"", ""moid"": ""group-v4""}, ""resourcePool"": {""type"": ""ResourcePool"", ""moid"": ""resgroup-9""}, ""runtime"": {""host"": {""type"": ""HostSystem"", ""moid"": ""host-11""}}, ""name"": ""apps-7m-filer30""}, ""moid"": ""vm-210"", ""collectionVersion"": ""1"", ""type"": ""VirtualMachine"", ""rootFolder"": {""moid"": ""group-d1""}}",,29,,"ip-10-202-10-19.ec2.splunkit.io
vmware-inv",$ip-10-202-10-19.ec2.splunkit.io$;$vmware-inv$,vmware:inv:hierarchy,,1598466190,
vmware,,apps-7m-filer29,,group-v4,,Folder,,resgroup-9,,ResourcePool,,host-11,,HostSystem,,1,,vmware_inventory,,apps-vcenter500.sv.splunk.com,,vmware-inv,,2,,vm-208,,"{"""":_{"""":_{"""":_"""",_"""":_""-""},_"""":_{"""":_"""",_"""":_""-""}",,group-d1,,VMInv:Hierarchy,,vmware:inv:hierarchy,,ip-10-202-10-19.ec2.splunkit.io,,,,"inventory
virtualization",$inventory$;$virtualization$,"inventory
virtualization",$inventory$;$virtualization$,none,,1598466190,,VirtualMachine,,"VMWare, Inc.",,vmware-inv~40~6B0708FD-C62D-4B08-B0DD-873E6C74CC06,,40:190563042,,none,,1598466190,,"
{""changeSet"": {""parent"": {""type"": ""Folder"", ""moid"": ""group-v4""}, ""resourcePool"": {""type"": ""ResourcePool"", ""moid"": ""resgroup-9""}, ""runtime"": {""host"": {""type"": ""HostSystem"", ""moid"": ""host-11""}}, ""name"": ""apps-7m-filer29""}, ""moid"": ""vm-208"", ""collectionVersion"": ""1"", ""type"": ""VirtualMachine"", ""rootFolder"": {""moid"": ""group-d1""}}",,30,,"ip-10-202-10-19.ec2.splunkit.io
vmware-inv",$ip-10-202-10-19.ec2.splunkit.io$;$vmware-inv$,vmware:inv:hierarchy,,1598466190,
vmware,,apps-7m-filer27,,group-v4,,Folder,,resgroup-9,,ResourcePool,,host-11,,HostSystem,,1,,vmware_inventory,,apps-vcenter500.sv.splunk.com,,vmware-inv,,2,,vm-202,,"{"""":_{"""":_{"""":_"""",_"""":_""-""},_"""":_{"""":_"""",_"""":_""-""}",,group-d1,,VMInv:Hierarchy,,vmware:inv:hierarchy,,ip-10-202-10-19.ec2.splunkit.io,,,,"inventory
virtualization",$inventory$;$virtualization$,"inventory
virtualization",$inventory$;$virtualization$,none,,1598466190,,VirtualMachine,,"VMWare, Inc.",,vmware-inv~40~6B0708FD-C62D-4B08-B0DD-873E6C74CC06,,40:190563031,,none,,1598466190,,"
{""changeSet"": {""parent"": {""type"": ""Folder"", ""moid"": ""group-v4""}, ""resourcePool"": {""type"": ""ResourcePool"", ""moid"": ""resgroup-9""}, ""runtime"": {""host"": {""type"": ""HostSystem"", ""moid"": ""host-11""}}, ""name"": ""apps-7m-filer27""}, ""moid"": ""vm-202"", ""collectionVersion"": ""1"", ""type"": ""VirtualMachine"", ""rootFolder"": {""moid"": ""group-d1""}}",,31,,"ip-10-202-10-19.ec2.splunkit.io
vmware-inv",$ip-10-202-10-19.ec2.splunkit.io$;$vmware-inv$,vmware:inv:hierarchy,,1598466190,
vmware,,apps-7m-filer33 (1),,group-v4,,Folder,,resgroup-9,,ResourcePool,,host-11,,HostSystem,,1,,vmware_inventory,,apps-vcenter500.sv.splunk.com,,vmware-inv,,2,,vm-47,,"{"""":_{"""":_{"""":_"""",_"""":_""-""},_"""":_{"""":_"""",_"""":_""-""}",,group-d1,,VMInv:Hierarchy,,vmware:inv:hierarchy,,ip-10-202-10-19.ec2.splunkit.io,,,,"inventory
virtualization",$inventory$;$virtualization$,"inventory
virtualization",$inventory$;$virtualization$,none,,1598466190,,VirtualMachine,,"VMWare, Inc.",,vmware-inv~40~6B0708FD-C62D-4B08-B0DD-873E6C74CC06,,40:190563020,,none,,1598466190,,"
{""changeSet"": {""parent"": {""type"": ""Folder"", ""moid"": ""group-v4""}, ""resourcePool"": {""type"": ""ResourcePool"", ""moid"": ""resgroup-9""}, ""runtime"": {""host"": {""type"": ""HostSystem"", ""moid"": ""host-11""}}, ""name"": ""apps-7m-filer33 (1)""}, ""moid"": ""vm-47"", ""collectionVersion"": ""1"", ""type"": ""VirtualMachine"", ""rootFolder"": {""moid"": ""group-d1""}}",,32,,"ip-10-202-10-19.ec2.splunkit.io
vmware-inv",$ip-10-202-10-19.ec2.splunkit.io$;$vmware-inv$,vmware:inv:hierarchy,,1598466190,
vmware,,NTAP-8x-7m-sim-500-template,,group-v4,,Folder,,,,,,host-11,,HostSystem,,1,,vmware_inventory,,apps-vcenter500.sv.splunk.com,,vmware-inv,,2,,vm-183,,"{"""":_{"""":_{"""":_"""",_"""":_""-""},_"""":_""-----"",_"""":_{"""":",,group-d1,,VMInv:Hierarchy,,vmware:inv:hierarchy,,ip-10-202-10-19.ec2.splunkit.io,,,,"inventory
virtualization",$inventory$;$virtualization$,"inventory
virtualization",$inventory$;$virtualization$,none,,1598466190,,VirtualMachine,,"VMWare, Inc.",,vmware-inv~40~6B0708FD-C62D-4B08-B0DD-873E6C74CC06,,40:190563010,,none,,1598466190,,"
{""changeSet"": {""parent"": {""type"": ""Folder"", ""moid"": ""group-v4""}, ""name"": ""NTAP-8x-7m-sim-500-template"", ""runtime"": {""host"": {""type"": ""HostSystem"", ""moid"": ""host-11""}}}, ""moid"": ""vm-183"", ""collectionVersion"": ""1"", ""type"": ""VirtualMachine"", ""rootFolder"": {""moid"": ""group-d1""}}",,33,,"ip-10-202-10-19.ec2.splunkit.io
vmware-inv",$ip-10-202-10-19.ec2.splunkit.io$;$vmware-inv$,vmware:inv:hierarchy,,1598466190,
vmware,,apps-7m-filer37,,group-v4,,Folder,,resgroup-9,,ResourcePool,,host-11,,HostSystem,,1,,vmware_inventory,,apps-vcenter500.sv.splunk.com,,vmware-inv,,2,,vm-230,,"{"""":_{"""":_{"""":_"""",_"""":_""-""},_"""":_{"""":_"""",_"""":_""-""}",,group-d1,,VMInv:Hierarchy,,vmware:inv:hierarchy,,ip-10-202-10-19.ec2.splunkit.io,,,,"inventory
virtualization",$inventory$;$virtualization$,"inventory
virtualization",$inventory$;$virtualization$,none,,1598466190,,VirtualMachine,,"VMWare, Inc.",,vmware-inv~40~6B0708FD-C62D-4B08-B0DD-873E6C74CC06,,40:190562999,,none,,1598466190,,"
{""changeSet"": {""parent"": {""type"": ""Folder"", ""moid"": ""group-v4""}, ""resourcePool"": {""type"": ""ResourcePool"", ""moid"": ""resgroup-9""}, ""runtime"": {""host"": {""type"": ""HostSystem"", ""moid"": ""host-11""}}, ""name"": ""apps-7m-filer37""}, ""moid"": ""vm-230"", ""collectionVersion"": ""1"", ""type"": ""VirtualMachine"", ""rootFolder"": {""moid"": ""group-d1""}}",,34,,"ip-10-202-10-19.ec2.splunkit.io
vmware-inv",$ip-10-202-10-19.ec2.splunkit.io$;$vmware-inv$,vmware:inv:hierarchy,,1598466190,
vmware,,apps-7m-filer36,,group-v4,,Folder,,resgroup-9,,ResourcePool,,host-11,,HostSystem,,1,,vmware_inventory,,apps-vcenter500.sv.splunk.com,,vmware-inv,,2,,vm-227,,"{"""":_{"""":_{"""":_"""",_"""":_""-""},_"""":_{"""":_"""",_"""":_""-""}",,group-d1,,VMInv:Hierarchy,,vmware:inv:hierarchy,,ip-10-202-10-19.ec2.splunkit.io,,,,"inventory
virtualization",$inventory$;$virtualization$,"inventory
virtualization",$inventory$;$virtualization$,none,,1598466190,,VirtualMachine,,"VMWare, Inc.",,vmware-inv~40~6B0708FD-C62D-4B08-B0DD-873E6C74CC06,,40:190562988,,none,,1598466190,,"
{""changeSet"": {""parent"": {""type"": ""Folder"", ""moid"": ""group-v4""}, ""resourcePool"": {""type"": ""ResourcePool"", ""moid"": ""resgroup-9""}, ""runtime"": {""host"": {""type"": ""HostSystem"", ""moid"": ""host-11""}}, ""name"": ""apps-7m-filer36""}, ""moid"": ""vm-227"", ""collectionVersion"": ""1"", ""type"": ""VirtualMachine"", ""rootFolder"": {""moid"": ""group-d1""}}",,35,,"ip-10-202-10-19.ec2.splunkit.io
vmware-inv",$ip-10-202-10-19.ec2.splunkit.io$;$vmware-inv$,vmware:inv:hierarchy,,1598466190,
vmware,,apps-7m-filer33,,group-v4,,Folder,,resgroup-9,,ResourcePool,,host-11,,HostSystem,,1,,vmware_inventory,,apps-vcenter500.sv.splunk.com,,vmware-inv,,2,,vm-218,,"{"""":_{"""":_{"""":_"""",_"""":_""-""},_"""":_{"""":_"""",_"""":_""-""}",,group-d1,,VMInv:Hierarchy,,vmware:inv:hierarchy,,ip-10-202-10-19.ec2.splunkit.io,,,,"inventory
virtualization",$inventory$;$virtualization$,"inventory
virtualization",$inventory$;$virtualization$,none,,1598466190,,VirtualMachine,,"VMWare, Inc.",,vmware-inv~40~6B0708FD-C62D-4B08-B0DD-873E6C74CC06,,40:190562977,,none,,1598466190,,"
{""changeSet"": {""parent"": {""type"": ""Folder"", ""moid"": ""group-v4""}, ""resourcePool"": {""type"": ""ResourcePool"", ""moid"": ""resgroup-9""}, ""runtime"": {""host"": {""type"": ""HostSystem"", ""moid"": ""host-11""}}, ""name"": ""apps-7m-filer33""}, ""moid"": ""vm-218"", ""collectionVersion"": ""1"", ""type"": ""VirtualMachine"", ""rootFolder"": {""moid"": ""group-d1""}}",,36,,"ip-10-202-10-19.ec2.splunkit.io
vmware-inv",$ip-10-202-10-19.ec2.splunkit.io$;$vmware-inv$,vmware:inv:hierarchy,,1598466190,
vmware,,apps-7m-filer22,,group-v4,,Folder,,resgroup-9,,ResourcePool,,host-11,,HostSystem,,1,,vmware_inventory,,apps-vcenter500.sv.splunk.com,,vmware-inv,,2,,vm-194,,"{"""":_{"""":_{"""":_"""",_"""":_""-""},_"""":_{"""":_"""",_"""":_""-""}",,group-d1,,VMInv:Hierarchy,,vmware:inv:hierarchy,,ip-10-202-10-19.ec2.splunkit.io,,,,"inventory
virtualization",$inventory$;$virtualization$,"inventory
virtualization",$inventory$;$virtualization$,none,,1598466190,,VirtualMachine,,"VMWare, Inc.",,vmware-inv~40~6B0708FD-C62D-4B08-B0DD-873E6C74CC06,,40:190562966,,none,,1598466190,,"
{""changeSet"": {""parent"": {""type"": ""Folder"", ""moid"": ""group-v4""}, ""resourcePool"": {""type"": ""ResourcePool"", ""moid"": ""resgroup-9""}, ""runtime"": {""host"": {""type"": ""HostSystem"", ""moid"": ""host-11""}}, ""name"": ""apps-7m-filer22""}, ""moid"": ""vm-194"", ""collectionVersion"": ""1"", ""type"": ""VirtualMachine"", ""rootFolder"": {""moid"": ""group-d1""}}",,37,,"ip-10-202-10-19.ec2.splunkit.io
vmware-inv",$ip-10-202-10-19.ec2.splunkit.io$;$vmware-inv$,vmware:inv:hierarchy,,1598466190,
vmware,,apps-7m-filer21,,group-v4,,Folder,,resgroup-9,,ResourcePool,,host-11,,HostSystem,,1,,vmware_inventory,,apps-vcenter500.sv.splunk.com,,vmware-inv,,2,,vm-193,,"{"""":_{"""":_{"""":_"""",_"""":_""-""},_"""":_{"""":_"""",_"""":_""-""}",,group-d1,,VMInv:Hierarchy,,vmware:inv:hierarchy,,ip-10-202-10-19.ec2.splunkit.io,,,,"inventory
virtualization",$inventory$;$virtualization$,"inventory
virtualization",$inventory$;$virtualization$,none,,1598466190,,VirtualMachine,,"VMWare, Inc.",,vmware-inv~40~6B0708FD-C62D-4B08-B0DD-873E6C74CC06,,40:190562955,,none,,1598466190,,"
{""changeSet"": {""parent"": {""type"": ""Folder"", ""moid"": ""group-v4""}, ""resourcePool"": {""type"": ""ResourcePool"", ""moid"": ""resgroup-9""}, ""runtime"": {""host"": {""type"": ""HostSystem"", ""moid"": ""host-11""}}, ""name"": ""apps-7m-filer21""}, ""moid"": ""vm-193"", ""collectionVersion"": ""1"", ""type"": ""VirtualMachine"", ""rootFolder"": {""moid"": ""group-d1""}}",,38,,"ip-10-202-10-19.ec2.splunkit.io
vmware-inv",$ip-10-202-10-19.ec2.splunkit.io$;$vmware-inv$,vmware:inv:hierarchy,,1598466190,
vmware,,apps-7m-filer19,,group-v4,,Folder,,resgroup-9,,ResourcePool,,host-20,,HostSystem,,1,,vmware_inventory,,apps-vcenter500.sv.splunk.com,,vmware-inv,,2,,vm-213,,"{"""":_{"""":_{"""":_"""",_"""":_""-""},_"""":_{"""":_"""",_"""":_""-""}",,group-d1,,VMInv:Hierarchy,,vmware:inv:hierarchy,,ip-10-202-10-19.ec2.splunkit.io,,,,"inventory
virtualization",$inventory$;$virtualization$,"inventory
virtualization",$inventory$;$virtualization$,none,,1598466190,,VirtualMachine,,"VMWare, Inc.",,vmware-inv~40~6B0708FD-C62D-4B08-B0DD-873E6C74CC06,,40:190562944,,none,,1598466190,,"
{""changeSet"": {""parent"": {""type"": ""Folder"", ""moid"": ""group-v4""}, ""resourcePool"": {""type"": ""ResourcePool"", ""moid"": ""resgroup-9""}, ""runtime"": {""host"": {""type"": ""HostSystem"", ""moid"": ""host-20""}}, ""name"": ""apps-7m-filer19""}, ""moid"": ""vm-213"", ""collectionVersion"": ""1"", ""type"": ""VirtualMachine"", ""rootFolder"": {""moid"": ""group-d1""}}",,39,,"ip-10-202-10-19.ec2.splunkit.io
vmware-inv",$ip-10-202-10-19.ec2.splunkit.io$;$vmware-inv$,vmware:inv:hierarchy,,1598466190,
vmware,,apps-7m-filer39,,group-v4,,Folder,,resgroup-9,,ResourcePool,,host-20,,HostSystem,,1,,vmware_inventory,,apps-vcenter500.sv.splunk.com,,vmware-inv,,2,,vm-239,,"{"""":_{"""":_{"""":_"""",_"""":_""-""},_"""":_{"""":_"""",_"""":_""-""}",,group-d1,,VMInv:Hierarchy,,vmware:inv:hierarchy,,ip-10-202-10-19.ec2.splunkit.io,,,,"inventory
virtualization",$inventory$;$virtualization$,"inventory
virtualization",$inventory$;$virtualization$,none,,1598466190,,VirtualMachine,,"VMWare, Inc.",,vmware-inv~40~6B0708FD-C62D-4B08-B0DD-873E6C74CC06,,40:190562933,,none,,1598466190,,"
{""changeSet"": {""parent"": {""type"": ""Folder"", ""moid"": ""group-v4""}, ""resourcePool"": {""type"": ""ResourcePool"", ""moid"": ""resgroup-9""}, ""runtime"": {""host"": {""type"": ""HostSystem"", ""moid"": ""host-20""}}, ""name"": ""apps-7m-filer39""}, ""moid"": ""vm-239"", ""collectionVersion"": ""1"", ""type"": ""VirtualMachine"", ""rootFolder"": {""moid"": ""group-d1""}}",,40,,"ip-10-202-10-19.ec2.splunkit.io
vmware-inv",$ip-10-202-10-19.ec2.splunkit.io$;$vmware-inv$,vmware:inv:hierarchy,,1598466190,
